integrationVal,error,delay
-22.352490382425387,1.2744470676025581,0.0025000000000000001
0.110096131889449,0.029068074971618726,1.202
11.489180360781162,0.64375320335551356,2.4020000000000001
17.263011150521642,0.97226044777194609,3.6019999999999999
20.172046356701539,1.1400543962105789,4.8019999999999996
21.610384036581227,1.2207571326321718,6.0010000000000003
22.396227875705971,1.2669549350023503,7.2009999999999996
22.760023994672615,1.2907094773515944,8.4009999999999998
22.976884789720163,1.3045747122542088,9.6010000000000009
23.067454954021073,1.3079147438836471,10.800000000000001
23.144457039969186,1.3133813702122135,12.0
