integrationVal,error,delay
-26.527410347546354,1.4822931236236538,0.0025000000000000001
-2.7191688468834556,0.17490594070322008,1.202
10.667973306727758,0.57891687681226123,2.4020000000000001
18.223740783807109,1.001091562337969,3.6019999999999999
22.467180880566296,1.2432823123098318,4.8019999999999996
24.891711131014262,1.3812932648394045,6.0010000000000003
26.318286970998507,1.4709180790752157,7.2009999999999996
27.135406874456187,1.5180284945819056,8.4009999999999998
27.64033358463756,1.5491501687138134,9.6010000000000009
27.979666650656053,1.5710380884549229,10.800000000000001
28.217454289491528,1.5899622153537643,12.0
