integrationVal,error,delay
0.13341045057421591,0.0277315732932394,0.0025000000000000001
-0.048823487030750477,0.023319639163619132,1.202
-0.081449137924163306,0.024889622931064104,2.4020000000000001
-0.088546927752956583,0.023285568121758714,3.6019999999999999
-0.12028876564273175,0.02631390196893953,4.8019999999999996
-0.151798877545882,0.025672952919420709,6.0010000000000003
-0.14646169065416687,0.026613333259063249,7.2009999999999996
-0.14556100198888103,0.024943716987976487,8.4009999999999998
-0.16172104205029308,0.02588821562327168,9.6010000000000009
-0.14615933088306396,0.026982951579421342,10.800000000000001
-0.150017371234068,0.033029761915706717,12.0
