integrationVal,error,delay
-27.261281359593195,1.5551438947442333,0.0025000000000000001
-1.9338830086723657,0.13778739152697209,1.202
11.823789712607304,0.65632850290345035,2.4020000000000001
19.345879819171437,1.0878621417716241,3.6019999999999999
23.393801794963782,1.324195215053791,4.8019999999999996
25.624742361845747,1.4552402727549856,6.0010000000000003
26.878219628456971,1.5331194125671632,7.2009999999999996
27.571637922500077,1.5785968619482837,8.4009999999999998
27.914246267370718,1.6022087628374944,9.6010000000000009
28.160333082491356,1.6207878875752273,10.800000000000001
28.30742784540957,1.6317597394366763,12.0
