integrationVal,error,delay
-1.1159361957086036,0.064663700158338763,0.0025000000000000001
0.031985907619211107,0.019726927473405164,1.202
0.59787622073454738,0.037930596831796129,2.4020000000000001
0.87583806692368138,0.051426267565104364,3.6019999999999999
1.0297222067486678,0.059244152254979358,4.8019999999999996
1.0795987504162674,0.06218348552495824,6.0010000000000003
1.1293316390991959,0.063840807378290634,7.2009999999999996
1.1316236148254586,0.066139856622640783,8.4009999999999998
1.1569340104876751,0.063776102240087396,9.6010000000000009
1.1502293739937255,0.063916922941161455,10.800000000000001
1.1418552501629402,0.065903467074688124,12.0
