integrationVal,error,delay
0.12270647510142067,0.026073718124131097,0.0025000000000000001
-0.025151837018748124,0.023246235855347859,1.202
-0.036292295143941916,0.02322055164898312,2.4020000000000001
-0.037333145401592618,0.023858426268729138,3.6019999999999999
-0.085868967518541825,0.022866320183532907,4.8019999999999996
-0.055955898841079266,0.026523548542864733,6.0010000000000003
-0.091374628685662637,0.023561174485703471,7.2009999999999996
-0.083459581577596836,0.023161184190304007,8.4009999999999998
-0.085294525798249199,0.026440905235781322,9.6010000000000009
-0.093629691787367561,0.025476139597543603,10.800000000000001
-0.094397616396148909,0.024730472939549459,12.0
